subject,activity,tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tGravityAcc-mean()-X,tGravityAcc-mean()-Y,tGravityAcc-mean()-Z,tBodyAccJerk-mean()-X,tBodyAccJerk-mean()-Y,tBodyAccJerk-mean()-Z,tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,tBodyGyroJerk-mean()-X,tBodyGyroJerk-mean()-Y,tBodyGyroJerk-mean()-Z,tBodyAccMag-mean(),tGravityAccMag-mean(),tBodyAccJerkMag-mean(),tBodyGyroMag-mean(),tBodyGyroJerkMag-mean(),fBodyAcc-mean()-X,fBodyAcc-mean()-Y,fBodyAcc-mean()-Z,fBodyAcc-meanFreq()-X,fBodyAcc-meanFreq()-Y,fBodyAcc-meanFreq()-Z,fBodyAccJerk-mean()-X,fBodyAccJerk-mean()-Y,fBodyAccJerk-mean()-Z,fBodyAccJerk-meanFreq()-X,fBodyAccJerk-meanFreq()-Y,fBodyAccJerk-meanFreq()-Z,fBodyGyro-mean()-X,fBodyGyro-mean()-Y,fBodyGyro-mean()-Z,fBodyGyro-meanFreq()-X,fBodyGyro-meanFreq()-Y,fBodyGyro-meanFreq()-Z,fBodyAccMag-mean(),fBodyAccMag-meanFreq(),fBodyBodyAccJerkMag-mean(),fBodyBodyAccJerkMag-meanFreq(),fBodyBodyGyroMag-mean(),fBodyBodyGyroMag-meanFreq(),fBodyBodyGyroJerkMag-mean(),fBodyBodyGyroJerkMag-meanFreq(),tBodyAcc-std()-X,tBodyAcc-std()-Y,tBodyAcc-std()-Z,tGravityAcc-std()-X,tGravityAcc-std()-Y,tGravityAcc-std()-Z,tBodyAccJerk-std()-X,tBodyAccJerk-std()-Y,tBodyAccJerk-std()-Z,tBodyGyro-std()-X,tBodyGyro-std()-Y,tBodyGyro-std()-Z,tBodyGyroJerk-std()-X,tBodyGyroJerk-std()-Y,tBodyGyroJerk-std()-Z,tBodyAccMag-std(),tGravityAccMag-std(),tBodyAccJerkMag-std(),tBodyGyroMag-std(),tBodyGyroJerkMag-std(),fBodyAcc-std()-X,fBodyAcc-std()-Y,fBodyAcc-std()-Z,fBodyAccJerk-std()-X,fBodyAccJerk-std()-Y,fBodyAccJerk-std()-Z,fBodyGyro-std()-X,fBodyGyro-std()-Y,fBodyGyro-std()-Z,fBodyAccMag-std(),fBodyBodyAccJerkMag-std(),fBodyBodyGyroMag-std(),fBodyBodyGyroJerkMag-std()
11,NA,0.27658531139556963,-0.019127253193322785,-0.10894176164240506,0.7305261849367088,0.05273870286139241,0.14020986124683543,0.08301345406582279,0.007804425434303798,-0.006574249752594937,-0.05473284402724683,-0.05822757708132911,0.08728410968235602,-0.08054733098734178,-0.049391406547468354,-0.04801401672674051,-0.5428250328136076,-0.5428250328136076,-0.6798195045474683,-0.6283678510664557,-0.8268290284810127,-0.6195240283246836,-0.5314552656625317,-0.7500261457911392,-0.22436042071772153,0.03185514637594937,0.050278300907531645,-0.6766729871664557,-0.6323746886060126,-0.825559590221519,-0.08742549253822784,-0.24257259720601265,-0.0992296316156962,-0.7099493321170887,-0.7768528689556962,-0.7088429792721519,-0.1118749251128481,-0.18177802818607594,-0.0810951668035443,-0.6115280743591772,0.12725035020425,-0.6561334732746835,0.15836355185813292,-0.7575859395886076,-0.10978179348268988,-0.864827011392405,0.11789211326962025,-0.5894764977955697,-0.49037934699683544,-0.6653243142278481,-0.9753944576898734,-0.9571387707278481,-0.9568120004113924,-0.6593230830550633,-0.6087842267199367,-0.8425118160443038,-0.7399221266287974,-0.7035017664873418,-0.7250160087974683,-0.7817381406012658,-0.8683772540822785,-0.7954908824683544,-0.6128822709126582,-0.6128822709126582,-0.6642417603702532,-0.6967713789579114,-0.8669050126265823,-0.5794917547493671,-0.5025702402433544,-0.6520956711085443,-0.672195644346519,-0.6094449982477849,-0.8582596306012659,-0.7517582771677215,-0.6708927130667721,-0.7559606283544303,-0.6744701590094937,-0.676925075857595,-0.7112672196822785,-0.8792540167405063
12,NA,0.27360872421875,-0.018337204411489,-0.106649116775,0.69922245131875,0.029976775735,0.0330295544910625,0.070430311315625,0.0053115377979375,3.081123684000005e-4,-0.06286634725371876,-0.0592027333975,0.0960742146838125,-0.0731134377315625,-0.043678823491875,-0.05745850394853125,-0.5595865456753125,-0.5595865456753125,-0.6300504918575,-0.63166805889875,-0.77729447821875,-0.578920210879375,-0.5232870787315625,-0.7266403145,-0.18373821635115625,0.0444598424159375,0.0689109866546875,-0.5991093177562188,-0.5912964229722187,-0.7754265825625,-0.046619864264875,-0.2046941701284375,-0.097564019993875,-0.6612468260871875,-0.74479814778125,-0.657369914584375,-0.084349829508125,-0.10730987156603125,-0.064849391596875,-0.55928367746625,0.07559265774670312,-0.5642391943784375,0.1263236123009375,-0.717311676745625,-0.04553571709321875,-0.78990285099375,0.07058736092856249,-0.583962207065,-0.522040023435,-0.699293531365625,-0.96738343446875,-0.9605729084375,-0.9468085636875,-0.582418267596875,-0.5713598170820312,-0.79262193625,-0.727881704983125,-0.73506282621875,-0.671057678528125,-0.709726149496875,-0.8112325993125,-0.749351860259375,-0.5743864944925,-0.5743864944925,-0.5663656835971875,-0.68485805678325,-0.7863865328125,-0.5869225778896875,-0.5530766391390625,-0.709983235125,-0.6029600633596875,-0.5791680537129688,-0.80858300040625,-0.750393858303125,-0.7334567315,-0.70823315425,-0.65053328158,-0.5716148881553125,-0.719438065809375,-0.7973614576875
13,NA,0.27589587619877676,-0.0176504796070948,-0.10913528555076453,0.7099965169082569,-0.04208581011620795,0.04430105367862385,0.07943930345503059,0.003879619533281346,-0.01234859236416208,-0.056247061898006115,-0.06166137874948012,0.09886605968642202,-0.08811823794342508,-0.0440836605146789,-0.05827187487125382,-0.5398716372495412,-0.5398716372495412,-0.6254669388091744,-0.5812154031847094,-0.7127450360122324,-0.638817912651682,-0.4934671931371254,-0.6297362587318043,-0.22205664671131498,-0.034831146392752296,0.0487260271941896,-0.6600821740715597,-0.6033404899376147,-0.7108317303614679,-0.024196182345688072,-0.2383285466853211,-0.12060548817602447,-0.6586424214058104,-0.6471528178993884,-0.620471226529052,-0.11264546940642202,-0.08061301906085627,-0.005050369693391436,-0.5899281085990826,0.0849475684648318,-0.6072952964238532,0.1828612499470948,-0.6522253065443425,0.0625891805875841,-0.7120543665042813,0.15741746342174312,-0.6248444601990826,-0.4488160978533639,-0.587230562129052,-0.9672680634556575,-0.9535407168501528,-0.9387278802752294,-0.6388895325990825,-0.5697005474880122,-0.7284529663119266,-0.7151098596727828,-0.645728612088685,-0.6433372850336392,-0.7157729801896024,-0.7189885918318043,-0.7127164284984709,-0.5972309820626911,-0.5972309820626911,-0.6102485402699388,-0.6363649395443425,-0.7120561867477064,-0.6206020364525994,-0.46258445862782877,-0.5990368952714067,-0.649606227431844,-0.5621298669376452,-0.7448235395718654,-0.7346579890519878,-0.6506235588474006,-0.685774481529052,-0.6653448585932722,-0.6170754731064526,-0.6919151613363914,-0.7331835677599389
14,NA,0.2701845960092879,-0.016254817851052632,-0.1009859356920743,0.6720812248823529,-0.11170138878111455,-0.16117972829102167,0.07417574676650154,0.004436827238179566,-0.002530446924739938,2.53671358297214e-4,-0.09549211548235294,0.0606712446996904,-0.1075561270620031,-0.04332004893402167,-0.04506938368944272,-0.4532626203318885,-0.4532626203318885,-0.6089734203099071,-0.416459776709257,-0.7005209398547988,-0.6195132718517028,-0.4552376170009288,-0.44065067234365324,-0.31917114163126936,-0.15308350824613004,-0.1078442994743034,-0.6543850093928792,-0.5986995313993808,-0.6187121621873065,-0.14865733675448917,-0.30535537922910216,-0.23920067984427246,-0.699166400749226,-0.50463317018839,-0.4239182143845201,-0.24134106075448916,-0.3454347632495356,-0.21281847489721362,-0.49087417982043346,-0.06006812741235294,-0.596896308848452,0.13723954547213624,-0.5430305289854489,-0.13854475539318886,-0.7175901018029721,0.09075795166959752,-0.6116711182160991,-0.3747307652050774,-0.29354271467452014,-0.9412457147368422,-0.9423773053126935,-0.9159278461609908,-0.6419641986330031,-0.5864596227736842,-0.6568555861021053,-0.7286613793405573,-0.39895936276609906,-0.3644781925021672,-0.7862917325386997,-0.6979155314613003,-0.6382990647888545,-0.4740586134089783,-0.4740586134089783,-0.6051442698572446,-0.47148671460681113,-0.727023009383901,-0.6094063741100619,-0.37682998940464396,-0.27501372217148606,-0.6614603569532508,-0.6021589438232198,-0.6944249964678019,-0.7400522098544892,-0.34886418737018576,-0.4076720971708978,-0.5482699307705883,-0.6192151445393189,-0.5169304959173994,-0.7605600879628484
15,NA,0.27821340725,-0.016464484771310975,-0.1125635875945122,0.6888725115121951,0.102660491875,0.03728977017570122,0.07768974113048781,0.004893920527064024,-0.0044099319007774385,-0.028127878061067074,-0.07587884551987804,0.0906658516,-0.09609101085396342,-0.044127069018201216,-0.05556454568810976,-0.5272853520004878,-0.5272853520004878,-0.6547996947575305,-0.6177217797960366,-0.8052826695121951,-0.5837723174451219,-0.5077352057783842,-0.7417457246981707,-0.2186371199679878,0.0505085375937378,0.04245195950179878,-0.6434695193615854,-0.609408057377744,-0.8055434655884146,-0.049027356665070125,-0.197408729697561,-0.07378344705213415,-0.6643544288564024,-0.7607114110060975,-0.7111945399207317,-0.14325667384164634,-0.22213746904390244,-0.05797605773402439,-0.562948391223628,0.06142791873795732,-0.6148176051259147,0.1584042182,-0.7323944938414634,-0.1496808646463741,-0.8368018940243902,0.09555642335893293,-0.5565411730893293,-0.4816795379560061,-0.7057066238689025,-0.9687333986280487,-0.9563694939939025,-0.9472400580487805,-0.6240557821585366,-0.5943126780450915,-0.8258208815762195,-0.6968594730457317,-0.7087790691914634,-0.7218269875304878,-0.7313827110365854,-0.8539565920731708,-0.7956261983841464,-0.5571478741760366,-0.5571478741760366,-0.6256603765466463,-0.6753369600478658,-0.8371200780792682,-0.5471508554439024,-0.5015684352333841,-0.7114313403567073,-0.6376551550928353,-0.6058548826226524,-0.8451110607621951,-0.7093361681768293,-0.6845047357445122,-0.7516965271951219,-0.6236556181981707,-0.6431011670695121,-0.6953468396829269,-0.8496344638414635
16,NA,0.27788744037431695,-0.01585678883090164,-0.1072639244453552,0.7009061303087432,-0.06052359937978142,0.04020755362349727,0.07754888853743169,0.008840183282702186,-0.001437300055642076,-0.012234144672513662,-0.07244448039808743,0.07301446515300547,-0.10736161480125683,-0.04166156689396175,-0.053947041087349726,-0.6161311168890438,-0.6161311168890438,-0.7252468704863388,-0.7181687756284153,-0.8604463724590163,-0.7008851473418033,-0.6715721470987979,-0.6609899481604372,-0.23857046024180328,-0.027643471976666667,0.02782346357248634,-0.7446620416120219,-0.7486270015519125,-0.752302172079235,-0.03188891092786885,-0.19451196903174864,-0.170592442202459,-0.789780147036612,-0.8159621300273224,-0.7562866417213114,-0.13789909123128416,-0.15801840884289617,-0.05389462937319672,-0.6669625082467213,0.055866821471038254,-0.7131676137061476,0.22168363227551913,-0.8171288192076502,-0.05012213415191257,-0.8727722827322404,0.15321123956204918,-0.6681614982986339,-0.6499470678928961,-0.6038199023860655,-0.9711564321311476,-0.9647275199453552,-0.9452940286393443,-0.7278617435245902,-0.7350801980437158,-0.7678730493800546,-0.7995344504918033,-0.810124133715847,-0.7376299679617486,-0.8582987191530055,-0.8695731205737705,-0.8370399260655738,-0.6617196904918032,-0.6617196904918032,-0.7196470282385246,-0.7848228657923497,-0.8748001656830601,-0.6569690450584152,-0.6618445305068306,-0.6056467253071038,-0.7347767366130601,-0.7384343981054645,-0.7820895153442623,-0.8049918315027322,-0.8094214481420765,-0.7569936407240437,-0.7126809907653006,-0.7298693987696722,-0.802078223409836,-0.8865332122131148
17,NA,0.2740295480652174,-0.017541604507472826,-0.10919985313008153,0.6989374113858695,-0.013734698125,-0.017704242895380435,0.08140605650597826,0.008489496733396738,0.0027028801100543484,-0.014668617704956522,-0.08271092619803805,0.07702506437546196,-0.10785417094646739,-0.03917194470296196,-0.05084965108741848,-0.5683672440938587,-0.5683672440938587,-0.6964651972350544,-0.6761851232841033,-0.8104382328532609,-0.651780423718288,-0.6017413762602446,-0.7189474248967391,-0.2262923833535326,0.005299929223668478,0.007556358037065217,-0.7166816226535326,-0.6947548377880435,-0.8025287858967391,-0.07990597580489131,-0.16163476297016305,-0.16238481773592392,-0.7287104111807066,-0.7747452589945653,-0.726857840652174,-0.08110275812067935,-0.10677829795013587,-0.032266457914619566,-0.6461891548269022,0.035532440850461956,-0.6975755589932066,0.2163941278647826,-0.7694985514673913,0.004883371386711957,-0.8291244683152174,0.23279253613451087,-0.6084552438707337,-0.5670053194643478,-0.6605827556190217,-0.9717716529076087,-0.9588100464673913,-0.9490392138315218,-0.6826030961548913,-0.6686938210445652,-0.8133395606521739,-0.7590111199456522,-0.764867040625,-0.720741038680163,-0.7883879816304348,-0.8259886627717391,-0.8082513029076087,-0.6360744777035326,-0.6360744777035326,-0.6939463947508152,-0.7501452609673913,-0.8252559697010869,-0.5935101734233695,-0.5769300560635869,-0.6566229320095108,-0.6765449408921196,-0.6631583932385869,-0.8228017475815217,-0.7700572257103261,-0.7613352436956522,-0.7451014779103261,-0.6875369432277174,-0.6925957789798913,-0.7822324946739131,-0.8337010231521739
18,NA,0.27632415214285716,-0.017283154659526647,-0.10811225106868132,0.7168632483516484,-0.01578199625,0.08999017465934066,0.07748092153104395,0.012885044917184067,8.485451241846155e-4,-0.037399379889148356,-0.06782001049821429,0.09084028668681318,-0.09440295815582418,-0.044169186546978025,-0.05684825690021978,-0.6583709521153847,-0.6583709521153847,-0.7539046768956044,-0.7147356686263736,-0.8598999423351649,-0.7142277646153846,-0.6636596665934066,-0.7612291920879121,-0.21028806003701372,0.01420179410357143,0.002379457191046701,-0.7500200772527472,-0.744113444532967,-0.8330320830219781,-0.06913879220274725,-0.2118001635164011,-0.12323590405604395,-0.787757637521978,-0.8163858802472528,-0.7559267706868131,-0.11359630596717032,-0.245477245070522,-0.08909278812747252,-0.6977328621785714,0.09110717220961538,-0.7423238218873627,0.22459654554627198,-0.8162866267307692,-0.05736966794807692,-0.8846630226098902,0.19323148672535714,-0.6946168849725275,-0.6271175073269231,-0.7015960396153846,-0.9801386757967033,-0.9695420304120879,-0.9594341776923077,-0.734644450054945,-0.7329691752747253,-0.8472577658516484,-0.8045337290467033,-0.7773617136538462,-0.7456124831318681,-0.8428934778846153,-0.884050472967033,-0.8386146629395604,-0.6896718903763737,-0.6896718903763737,-0.7452128127087913,-0.7757790587582417,-0.8885653372802198,-0.6878505492032967,-0.6328382380027473,-0.6948740905137363,-0.7425178937087912,-0.7391978346428572,-0.8601689546153847,-0.8121752413324176,-0.7596655543406593,-0.7663816653846154,-0.7339040512362638,-0.7501899763186813,-0.7897776745549451,-0.9022067806071429
19,NA,0.26972348710555555,-0.018203151571030557,-0.11827718009938333,0.475323016,0.09640526266666667,0.23301140119508335,0.07741711477663889,0.011581242196087556,-0.0018619885019583332,-0.03857239533465111,-0.06814206031777778,0.08836095915591667,-0.08959394250555555,-0.03832087366702778,-0.056964944428694445,-0.5315073621113611,-0.5315073621113611,-0.5762252472125,-0.5489196681322223,-0.6834365418244445,-0.5870503550975278,-0.5218880766097778,-0.6470262982840278,-0.21243328295394445,0.07038736342172222,0.16038389388827778,-0.5931571691746111,-0.5966949439369444,-0.6809244931805556,0.002638829569166666,-0.16078759613761112,0.0022557991006861115,-0.5530895759427777,-0.6413372998177778,-0.6026253078183889,-0.03218426090683333,-0.19629760694,-0.04150137691063889,-0.5564044449679723,0.11577517063576667,-0.5760646478122777,0.23207477510138888,-0.6362879997991666,-0.019933624845833334,-0.7195190087527777,0.12862973938944444,-0.5746589229191944,-0.5070350849926389,-0.6491847265569445,-0.9582904478611111,-0.95925383425,-0.94180028475,-0.5710882661460833,-0.5713111904322222,-0.7053429761908333,-0.6377899145755556,-0.6438663005603056,-0.6456822121891667,-0.6188362066344445,-0.7259913806238889,-0.6866845838315834,-0.5995527674863056,-0.5995527674863056,-0.6019185528719444,-0.6100933807402777,-0.7255986988425001,-0.5708979748225,-0.5309015850223611,-0.6802913826372222,-0.5869101289808333,-0.572596722878,-0.7285219014988611,-0.6660713155998889,-0.6501054023477778,-0.6947290754916666,-0.6898609201138889,-0.6410890058577777,-0.6623259681458333,-0.7542237394416667
20,NA,0.26842575792655365,-0.017591299377316384,-0.10802914582429378,0.6280406371779661,-0.037305947584745765,0.10723075947935028,0.07981812548079097,0.0022092870710734465,-0.004506118956025424,-0.024248881178502824,-0.0789448418069209,0.0856280628860452,-0.094982179135,-0.041435612414124294,-0.05430012776101695,-0.5172574293454124,-0.5172574293454124,-0.6196987567350283,-0.5168612358887006,-0.6840484973559322,-0.6126411136669492,-0.42639872200039547,-0.6650069457242938,-0.22817793658050847,-0.011441144670734463,0.0779615448683983,-0.6522642269314378,-0.5577912860014125,-0.7328356489576271,-0.09465652492762712,-0.2958513758764689,-0.17377210116440678,-0.6264453708271186,-0.5910397334496328,-0.5184445094915254,-0.15297466873002824,-0.19728108136248587,-0.1383169734557062,-0.5602788894211864,0.06049262092059322,-0.5845714468170622,0.0872234701100565,-0.6069709150616385,-0.06767129104949153,-0.692638075749774,0.05042914437163842,-0.6048466949033898,-0.36933670650875705,-0.6347873465480226,-0.9582018626271186,-0.9525067934180791,-0.9409815375028249,-0.6270988306855932,-0.5271746015819209,-0.7473625728983051,-0.6845863324152542,-0.5736773830245481,-0.5272779703966102,-0.6983541459364406,-0.6842806855338983,-0.6367158785570621,-0.5723258203192091,-0.5723258203192091,-0.5886443074675989,-0.5800236134945763,-0.6835037445378531,-0.6031489492356498,-0.3815340287641243,-0.6475156124576271,-0.6347100811028249,-0.5259076102823729,-0.7605091147485876,-0.704481841200565,-0.5675886058426554,-0.5750021911426554,-0.6483061987070622,-0.5973510468137289,-0.6358163146186441,-0.6946800323299435
21,NA,0.2774665255220588,-0.01766645785617647,-0.10877848058848039,0.6457759578088236,-0.07509630714460784,0.03218517743627451,0.08222078747769608,0.0035010755358485294,-0.01065907267129902,-0.027634663930357843,-0.07847197368389706,0.08612126683627451,-0.10055831788921568,-0.04082361418633333,-0.05338610464164216,-0.6203092595536764,-0.6203092595536764,-0.7034612758796569,-0.6937792245171569,-0.8078174031372549,-0.6934860971441177,-0.5937782141490197,-0.7077137990218137,-0.23097616815603922,0.041276140340333334,0.04955204528251716,-0.7164141314504902,-0.6786151187289216,-0.7673519865553922,0.016869757149705882,-0.16181448572230392,-0.1128172226769853,-0.7520408286519608,-0.7593257148112745,-0.7094714204656862,-0.08901065778995099,-0.1864579664392402,-0.022885187321813726,-0.6586647195147058,0.08465126094718137,-0.6797425848093628,0.24432186187764707,-0.7764730601715686,-0.005719226257352941,-0.8262750260539216,0.20564365593397058,-0.672323867377451,-0.5655851903362991,-0.6696218131764706,-0.9655866344607843,-0.9693308184558823,-0.9530939933088235,-0.6997633442057843,-0.6651591231056201,-0.7818239014829902,-0.7961722868995098,-0.765057760637255,-0.7016420284995588,-0.7924831567205882,-0.815859336004902,-0.8120173121813725,-0.6601960145,-0.6601960145,-0.6800692189539216,-0.761303119652451,-0.8240898999509804,-0.6653496634264706,-0.5787485868318627,-0.6755881927786764,-0.7098007283882353,-0.6741023606551471,-0.7949228136736275,-0.8110267101102941,-0.7713883188235294,-0.7283193047306372,-0.7143457392159314,-0.6837251274183823,-0.7931585262794117,-0.8349498632598039
22,NA,0.2747676900461059,-0.01682736040773832,-0.10867037678286605,0.6093908749221184,0.03150986831152648,0.23588786398214953,0.0791031130417757,0.015257246661962617,-0.007228732975327103,-0.00800630644716511,-0.09496611169221184,0.08124065846479751,-0.10925756182744548,-0.038461622375015575,-0.05821442935190031,-0.5040991982876013,-0.5040991982876013,-0.6097728298909657,-0.6376661084560747,-0.7946813112149532,-0.5949296520657321,-0.5081727782062305,-0.6873209611495327,-0.18103198407389096,0.037199232630498444,0.08062956663613707,-0.6042532023735202,-0.5743181140389408,-0.7397018082866044,0.06655214383099689,-0.178425080835514,-0.04676917892523365,-0.6395756544797507,-0.7913997458878504,-0.6433633398193146,-0.1641380081958567,-0.20074131463140188,-0.05163024879090343,-0.5743331648535825,0.10327715031735825,-0.5854425015158878,0.16193636299688474,-0.7281667700311526,-0.13161544016791277,-0.8301919566978193,0.1195605638024922,-0.5460899755486915,-0.4911884262415265,-0.6550896787897196,-0.9585044641121495,-0.9573230934364486,-0.9390810261090342,-0.5849637568623053,-0.5604701171233645,-0.7604684442990655,-0.6959192029604362,-0.7840522810903426,-0.6544580162087228,-0.708898710199377,-0.8599244198442367,-0.742272774987539,-0.5959538535925857,-0.5959538535925857,-0.5898231404146729,-0.6763785615816199,-0.8264934480062305,-0.5289588125676012,-0.5155809733632398,-0.6655169996993769,-0.6024579914126168,-0.5763918140803489,-0.7802527026479751,-0.7149779034423676,-0.782046079563863,-0.6906794489003115,-0.6738962128093458,-0.5992868791140187,-0.6996000862336449,-0.8355972182554517
23,NA,0.27349325473010755,-0.01958925878682796,-0.10909398238524194,0.6623247375806451,0.01462091973548387,0.0518662466372043,0.07785882158438172,0.020047096497298387,-7.176808818870965e-4,-0.022089041801317204,-0.08259729637540322,0.07469494232432795,-0.09669907372258064,-0.04327227417983871,-0.06219590935263441,-0.5327547572051076,-0.5327547572051076,-0.5864006717091398,-0.5442079644333871,-0.6234126419771505,-0.5990808864306452,-0.5484832089435484,-0.4902128161841398,-0.20872442068086022,0.029787724899825268,0.08998437925185485,-0.6175218366056452,-0.6282313383927419,-0.5788708102354839,0.017358063942473117,-0.124670179855,-0.11252887936290322,-0.6851365015188172,-0.49778381101048386,-0.6176854167365592,-0.02516927983776882,-0.059272469604301076,-0.022942489927150537,-0.5290292841180108,0.11533518491586021,-0.5426633194575269,0.2025532791521774,-0.5346571916836022,0.1547231977903226,-0.584111049810215,0.16918502450510753,-0.622594039757258,-0.532078546615699,-0.45055720340994626,-0.96439304029569894,-0.9603189070967741,-0.9342361466129032,-0.608183751830914,-0.6189812305182796,-0.6030487695715323,-0.7557386252419355,-0.500338191139785,-0.6096834518217742,-0.7286921383333334,-0.5460435936518817,-0.7405181458870967,-0.5655756257921505,-0.5655756257921505,-0.5587253141862903,-0.5419490736607527,-0.5739428880216129,-0.6338391144365592,-0.5544716795921775,-0.4747675437160484,-0.6350543514755377,-0.6369776100607527,-0.6275403676526882,-0.7791970540645161,-0.5078505474137097,-0.644131036807258,-0.6570489179715053,-0.5838323091459677,-0.6322885272037635,-0.5937353021053764
24,NA,0.27676704639107613,-0.017682246010388453,-0.10791450368766405,0.6949812680839895,0.0729509702152231,0.062322771414698164,0.07847350034671915,0.003969003085740158,-0.007009605588057743,-0.021257809684776904,-0.07824402026771654,0.08417403759816273,-0.09982942481422573,-0.03907494213832021,-0.055298768340157484,-0.6200326651624672,-0.6200326651624672,-0.7136674237690289,-0.6824472127506561,-0.7916465507874015,-0.7076137795800524,-0.6115090425868767,-0.6558589948223097,-0.2633522985175853,-0.01760792409632546,0.08125807974811024,-0.7522453724934384,-0.7036416145065617,-0.7196557473910761,-0.05704234753254593,-0.2311316325225197,-0.1397711924031496,-0.7226073777480315,-0.7537104795800526,-0.7094885768766405,-0.0501078590267979,-0.09753476098661418,-0.05564073941217848,-0.6501218722738058,0.02363005718409449,-0.6968455833884515,0.19842201310813648,-0.754131617480315,0.019448601429186353,-0.7950191653805774,0.16173960892698164,-0.6754591762984252,-0.5824906551853019,-0.6364974589002624,-0.9753296996587927,-0.9608981666404199,-0.9557245661942257,-0.7403005448818898,-0.6859797962619423,-0.7363742325748032,-0.7761990499396325,-0.7633654572965879,-0.708251676335958,-0.7644900306099738,-0.7927187024409449,-0.7968165166141732,-0.6508621478102362,-0.6508621478102362,-0.6893911893464567,-0.7429831266062992,-0.7889978508136483,-0.664356691751496,-0.5946767900590552,-0.6553605214461943,-0.751378154304462,-0.6882804618608924,-0.7516286878215223,-0.7940635291338582,-0.7719698089763779,-0.7357499343044619,-0.7059284258196851,-0.6824471459933071,-0.782076276167979,-0.7961572645144357
25,NA,0.27530146777212716,-0.019322176931491443,-0.10962903098044009,0.6723866221271394,0.04716014275305624,0.2392260409303912,0.08176574420638141,0.006386338844425427,-0.010346171499488997,-0.002981511647921761,-0.08390035415782396,0.0993606079900489,-0.10826388456229828,-0.03898847534352078,-0.055578222364743274,-0.5833777497139364,-0.5833777497139364,-0.7834453544743276,-0.6257330642589242,-0.8496307062591687,-0.7484165096821516,-0.6000276972420537,-0.7385099475794621,-0.30665719052518337,-0.10865011618938876,-0.07445020986288509,-0.8041446428361858,-0.7405703122493887,-0.8495048494865526,-0.11079300952982885,-0.3477513510720538,-0.23570742249454768,-0.672197763601467,-0.8131337920782397,-0.746832213594132,-0.20760117632787287,-0.3491469318853056,-0.13513973985317848,-0.69501971,-0.0426423613907335,-0.7791900758924205,0.16822273125572126,-0.7542361097555013,-0.22082033044748167,-0.8759706747432763,0.047148286650757945,-0.7162645375476773,-0.5314210356026895,-0.6470955610586797,-0.9500170913447433,-0.9010887709633252,-0.8806823307066015,-0.7968233500733496,-0.7225029193643032,-0.8606693826405868,-0.6831319707750612,-0.7522610132762836,-0.74741022,-0.7686824731784841,-0.9026280807579462,-0.8318486672860635,-0.659015505611247,-0.659015505611247,-0.7804518678484108,-0.6851527946706601,-0.8727761844498777,-0.705223686579951,-0.5290646522909536,-0.6302246376745722,-0.8077125257212714,-0.7217076685721271,-0.870541516210269,-0.6903984819437653,-0.7235844375305623,-0.7712089290953545,-0.6953679287188264,-0.7835472297555012,-0.6972131203667482,-0.8777149536919315
26,NA,0.2730365808625,-0.01616872774634949,-0.10763789492857143,0.6151235346683673,0.10870478277551021,0.23410701047244897,0.08087432613418367,0.007677099781811225,-0.007248919437688775,-0.02065993210510204,-0.08274150609040816,0.09178532940446428,-0.09881256274612245,-0.04047640028885204,-0.055828274335403064,-0.6009322641757653,-0.6009322641757653,-0.6949178592091837,-0.6945976629362245,-0.7983259167091836,-0.6510903018619898,-0.6104258332403061,-0.7240460871556123,-0.22254582580867346,0.03603821379132653,0.14242940187540562,-0.6994131682956632,-0.6967264739127551,-0.76956529125,-0.02383966223035714,-0.16891457534783164,-0.08504628483808674,-0.7031095610688776,-0.7993530753571428,-0.6894048468137756,-0.016777861049311223,-0.09977744656109694,0.0029365240173214293,-0.6317569828625,0.08832866870938776,-0.6792783236377551,0.18046066388979592,-0.7705048848214285,-0.012158727875334183,-0.8238652971938776,0.14753370698056378,-0.6231010311683673,-0.5859671424181122,-0.7049806274489796,-0.9678178999489796,-0.9597135622270409,-0.9556433635459184,-0.6828156529931122,-0.678386582086227,-0.7783494608418368,-0.7666739703392857,-0.8006754710459184,-0.7033472056198979,-0.7323213706908164,-0.8361121753316326,-0.7731015248214286,-0.6203557886658163,-0.6203557886658163,-0.677426336392347,-0.751833690215051,-0.8182791129081632,-0.6134995976760204,-0.6002748098262755,-0.7184904757653061,-0.694314518927551,-0.6803580612,-0.7860491249489796,-0.7874031005994898,-0.803635337372449,-0.7359423844387755,-0.6739177995466836,-0.6780257583127551,-0.7826243208316327,-0.8239914084183674
